comments,sentiment
anh dương ơi có nên mua 16e không em cần hiệu năng pin sử dụng lâu dài hay dùng 4 g nhiều,2
sau 2 năm lại sọc màn bán xác :V,0
like 👍👍,2
Tôi thấy nhiều người kị thị dòng fe vãi. Sao đâu ta? Samsung thì thay vì mua lúc mới ra mắt thì đợi nó xuống giá hẳn mua. Mua shoppe giá ngon quá chời,2
Cái gì cứ ăn chắc mặc bền mà mua thôi,1
Tôi chọn s24 fe,2
anh ơi em đang xài Mi 10 5G để chơi game và quay vlog .Vậy em có cần lên 13 ultra 1 TB Rom 16 Ram ko ạ. Chúc anh và gia đình sức khỏe ạ,1
Vẫn chọn S25FE 😊,2
"hiệu năng iphone 14 thua nhé, exynos 2400 mạnh tương đương a16 trên iphone 15",0
Mấy dòng FE không bao giờ hơn ip được.,0
Anh Dương cho em hỏi nên mua Sam S24Plus Mỹ likenew hay mua Oppo Find x8 likenew chính hãng hơn ạ. Em cảm ơn anh và chúc anh sức khoẻ,2
cá nhân vẫn thích ip14,2
chú ơi cháu cần 1 máy tầm 12trieu hiệu năng đủ tốt tại cháu có chơi game và edit video thì nên mua 14plus hay 12pro max hay máy nào khác ạ. hay là trả góp 15 plus ạ vì cháu cũng từng trả góp rồi nên có lịch sử trả góp uy tín ạ cháu cảm ơn chú,1
Tuổi gì so với ip 14 😂😂😂😂,2
Máy đã kích hoạt mới có giá này phải ko a 😄,2
Con này săn sale shopee có 11tr rưỡi thôi ae ạ,2
"cam ko đẹp bằng ip, còn lại thì hơn",0
Ok,2
Mày review ròi mày có dùng ko,2
Có ghi âm cuộc gọi không mn,1
"2 vc xì tin quá, có bé nào chưa duy ?",2
sao có free fire vậy anh,2
Ko thấy ai làm con z80ultra nhỉ,1
"Về cơ bản các chức năng như chuyển file qua iPhone, Macbook, hay hiển thị màn hình đt trên MacBook và điều khiển nó. Mọi điện thoại Android đều làm được. Nhưng có bất tiện chung mà OPPO và các đt Android khác vẫn chưa khắc phục đc.

1. Chuyển file qua lại. Chỉ cần cài app LocalSend là có thể send file qua lại, nhanh như AirDrop. (Oppo thì là cài O+ connection) Nhưng việc kêu bạn bè hay ng lạ cài 1 app thứ 3 và mở nó, k bao giờ tiện bằng bảo bạn bật AirDrop.

2. Share màn hình đt, và thao tác trực tiếp trên máy tính macbook. Trên máy mac, cài đặt 1 phần mền open souce ""Scrcpy"" là đc. Oppo chỉ đơn giản hóa cấu hình, ý là làm hộ chúng ta việc setup. Chắc chắn lõi của app O+ cũng là các mã nguồn open souce này.  Vì nó đang bị 1 yếu điểm như nhau. Nó là share màn hình, ý là màn hình đt sẽ luôn mở chứ k ""tắt mà vẫn thao tác đc"" như trên iphone. 

Samsung cũng đc, Oppo cũng đc. Android là đc. Nhưng phải chấp nhận những bất tiện trên",1
Cái vụ sử dung oppo trên máy tính. Tắt màn hình đt dùng đc k shop,1
"color os 16 cho one ui 8 ra chuồng gà. Hyper lỏ thôi khỏi đưa vào, bẩn danh sách",0
vl oppo làm os bá đạo vl,2
"Hello sir, I like Oppo Find X9 Pro very much but I don't have that much money to buy it, can you gift it to me please",2
"Công nhận Oppo chi tiền booking mạnh thiệt. Mấy trăm clip review rồi, thậm chí ông Duy iFan mà còn phải làm clip =)))))",2
IOS bây giờ lác lòi ra chứ có mượt nữa đâu mà lại so sánh mượt như IOS,0
"Móa, mình có thằng cu em giống ông Duy Thẩm đến 99%. Tạo hóa thật đáng sợ",0
sao cứ phải học theo iphone lgi v,2
"Phải tối ưu và đồng bộ với nhiều sp của hãng khác chứ ko chỉ dt thôi . Chứ như apple watch , hay airpod max chất lượng bt , giá thì ngáo . Dùng đồ hãng khác thì ko tối ưu . Toàn chăn tiền của người dùng .",0
Nhưng các ông reviewer vẫn chọn dùng iphone thoai,1
giờ đây không cần dùng iphone 17promax nữa dùng oppo find x9 pro thôi,2
Anh unbox macbook pro và ipap pro m5 đi ạ,2
đầu hả,2
Mình đang phân vân giữa fin x9 với Xiaomi 17 thường,1
"Ngáo giá thật, 6 tháng sau thì giá finx9 bằng 50% giá iphone 17, 😂😂😂",0
"Oppo nó bị ảo giá hay sao ý,",0
Nên mua bản 12/256 hay 16/512 vậy ạ,1
nên chọn x8p hay x9 ạ,1
Phong cách design của người ngoài hành tinh à. Cứ cho là có người mua đi thì ai có đủ can đảm để mang nó ra đường? Một miếng vải hình chữ nhật đục lỗ ở giữa. Thật sự là thua cả cái túi nilon,0
Find x9 so với x8 pro thì sao a Dương,2
Tuik này dùng viet dc k bạn?,1
Mình đang dùng 14 pro max có nên đổi sang em find x9 này trải nghiệm ko Dương?,1
X9 23 tr x9 pro 27 tr lệch 4 tr 10 tr đau ra,2
Anh Dương làm cái ss Oppo find x9 vs Xiaomi 17 đi ạ,2
"Find x9 với 16 prm nên chọn máy nào a.  E chủ yếu quay phim, chụp hình. Thương hiệu ko quan trọng",1
Chụp ngon quá. Đợi hàng cũ xuống 15 củ thì xúc😂,2
Nay nhìn chú Dương trẻ phết,2
A so sánh find x9 vs vivo x300 vs xiaomi 17 đi a,2
Có nên từ x8pro lên x9 thường không nhỉ,1
nay nhìn a Trẻ đẹp ghê 🤭,2
Find x9 23tr làm gì có màu đỏ,0
"thật sự năm nay thấy có rất nhiều ng quan tâm find x9 nhiều hơn là find x9 pro. Có nhiều đứa ngô ngô ngáo ngáo nói Oppo làm cái máy 6.59in nữa nạt nữa mở, sao k làm 6.1in. Thật sự nhìn lại là có lý do cả, nó hút dc cả khách cần gọn và khách cần màn vừa đủ to. Con Find X9 ra ngoài trải nghiệm nhắn tin 1 tay vẫn ok, k với quá nhiều.",1
Kha kiếp trc giải cứu thế giới à e??!??,2
hay,2
"đánh giá nhanh nhưng tận 12 phút ,làm video ngắn đi ah",0
"Phải Công nhận Oppo Find X9 thực dụng thật sự, cơ mà giá bản thường 16/512 hơi chát. Đành đợi giảm giá vậy, anh ạ  😭",1
"Nhưng mà quà thì quá khen lại còn không được trừ. 
Thu cũ đổi mới thì thu quá rẻ",1
Mình cần tìm cửa hàng bán find x9 tại hà nội giá tốt nhất. Ai biết giới thiệu mình nhé cảm ơn,2
Mình đang dùng s24u có nên qua x9 pro không các bác,1
đang sài Find X8 nhưng về giá so với X9 pro mình sẽ chọn Vivo X300 pro,1
"Đt giá rẻ có loa kép, mà đt này k có loa kép 😂",1
Bữa nay a Dương đẹp trai thay đổi phong cách nhìn trẻ thật,2
máy này là chính hãng ko ạ ? hay xách tay nhỉ,1
Người yêu của Kha xinh quá,2
"Theo t khi đã so sánh cùng giá thì nên so sánh với những android cùng giá, chứ cùng giá mà so sánh với iphone thì chả có iphone nào ngon cả vì vốn dĩ iphone nó còn có chứa tiền của thương hiệu apple nữa.",0
zoom sang cô hàng xóm =)),2
Nay bác dương mặc quả áo trẻ ra cả chục tuổi nhể !,2
Áo đẹp trẻ ra nha a,2
"1:57 Vừa nói ""mượt mà hơn"" phát mà vuốt đã lag rồi; 2:06 so sánh màu xanh phần chấm điểm để thấy màn iPhone nét hơn hẳn.",2
"Anh Dương làm video về tính năng Oppo Find X9 có airdrop, copy paste, share màn hình lên Macbook, kết nối Apple Watch ... khả năng liên kết với hệ sinh thái Apple đi a, hiện tại chỉ nghe kể chưa thấy demo hơi khó hình dung. 
Em nghĩ là nhiều bạn iFan sẽ quan tâm về mấy tính năng đó. Chúc anh và team mạnh khỏe. <3",2
ổng hơn tui có 1 tủi mà mặt nhìn như ông già tui vậy. 1990 mà nhìn già vãi,2
Xong việc mua find x9,2
"Nhìn anh Dương nay như 25 tuổi ấy, đẹp trai đẹp trai ❤❤❤",2
Đang dùng find x8 có cần lên x9 k ạ mong a tư vấn,2
tầm này lại lăn tăn giữa 15 prm vs find x9 r,2
t chỉ ngại mỗi cái k có tiền 😂,1
"Uây, ny ôg admin Kha xinh vãi😮😮😮. Mịa, ôg này chọn đt thì như hạch mà chọn ny thù chuẩn thế",2
Mình vẫn sài x7ul thấy ok.k có hứng lên x9 lắm😂,2
Quen đồ tàu là phải rẻ rồi. Bỏ mấy chục triệu ra mua máy tàu sao cứ thấy cấn cấn.,0
Máy tàu có cấu hình với hộp đầy đủ phụ kiện mê thật. Mỗi tội icon với giao diện nhìn không được đẹp.,2
"Ngon nhưng chờ nd về 13,14 . Qt chat quá chịu 😂",1
Đang dùng reno 8pro 5g. Hẹn sang naem dùng findx 10 pro,2
"E cọc x9 rồi, nhưng vẫn phân vân vì màn ko phải LTPO ko biết khác gì k",1
Mình đang dùng x8..QT .. ngon..chỉ có bin không được trâu cho lắm...,1
"15 triêu là hợp lý đợi thêm vài tháng nữa he, chứ 22tr t múc s25",2
"Phải đánh giá chi tiết chứ,trên tay đã nhanh r",1
cam oppo chụp thì đẹp rồi.màn cũng đẹp,2
"Giá này mạnh dạn xúc hàng xách tay phiên bản pro thôi anh. Đắt hơn vài triệu còn đc , cách nhau có vài trăm km vc mà giá chát quá .",0
Trừ quà còn bn vậy,2
Oppo hỗ trợ cập nhật hệ điều hành mấy năm vậy anh,2
10 triệu đó còn mua được dàn PC =))),2
Find x9 với x300 nào ổn hơn nhỉ,1
May tàu chi mua làm may phu thôi,0
"A so sánh find x9 pro với find x8ultra đi ạ, em đang phân vân 2 con này, em cảm ơn a, chúc kênh ngày càng pt",2
Màu đỏ đo công nhận là quá đẹp,2
"Nếu thích mẫu mã này thì chọn oneplus 15 sẽ ngon hơn, dù ko bán chính hãng nhưng vẫn có tiếng việt a Dương nhỉ?",2
"Mình thấy củ sạc của hãng tốt kinh khủng , sd đc 15 năm ấy",2
"Mới mua x8 @@ xong có thông tin x9 ra mắt, giờ ngồi nhìn review 🤣",2
Find X9 thường mà 23tr thi nên cố thêm 2tr mua IPhone 17 thưởng chứ,0
có bị chậm thông báo không anh,2
Vãi L 26 tr 😂😂😂😂😂,2
"12/256 mà bằng giá với 16/512 của find x8 năm ngoái, thôi hơn được viên pin thôi, chứ nếu thật sự giá con x9 pro mà rẻ hơn tí, xém xém như x8 pro thì đó là lựa chọn hợp lí hơn đấy, kích thước đâu chênh nhiêu đâu, 6,59 vs 78, kích thước cụm cam cũng y một khuôn",2
Thử bỏ al đi rồi khác biết chụp anh toàn sài al 😂 iphon ko dùng bảo xấu chụp ko ăn thua,0
"Nhìn chi tiết quà mà thấy oải quá, khâu marketing của oppo nổ như bom nguyên tử",0
nay nhìn a trẻ hẳn,2
nay ông anh mặc áo đẹp trai thế 😁,2
Còn tiện khoe luôn con ng iu của đệ tử..vãi cả a duong dê,2
so sánh phần cứng với iphone nhưng đa số toàn mua iphone nhiều hơn đúng k nhỉ❤,2
Thích nhất oppo,2
"A duong lại khoe áo mới
.",2
Bạn nữ xinh thế,2
Vn hơi chán k có pro màu đỏ,0
Nhưng bán lỗ 80% còn iphon17 lỗ 30 đến 40% thôi,0
mình ko fan hãng nào và giờ cũng đang xài Xiaomi nhưng quan điểm của mình trên 20triệu thì cứ iphone mà bửa,1
OppoA6 có giá bao nhiêu anh,2
Selfie của Oppo Find X9 đẹp quá vậy❤❤❤,2
Áo a mua ở đâu thế cho e xin link 😂,2
"Ram 12G với 16G có khác biệt nhiều về trải nghiệm k ae nhỉ? Nếu k thì lấy con ram 12G cho tiết kiệm, Rom thì 256G là thừa với mình luôn rồi",1
mình thấy bản thường ko có màu trắng hix,0
"Giữa x300 vs find x9 và ip 15prm để làm máy chính ổn định 4-5 năm thì nên chọn máy nào ạ?
Mong được mọi người tư vấn.",1
Nhìn a dương bữa nay đẹp trai và trẻ trung hơn mọi lần. 😊😊😊😊,2
Cần bay reno 14 pro mới mua hơn tháng để lên đời find x9 bn nào quan tâm ib m,2
"A dương ơi giữa ip 16pro và 17 thường nên chọn máy nào ạ. Mục đích dùng bt lướt wed xem phin cơ bản, không chơi game ạ. E phân vân quá tại giá 2 chiếc k chênh lệch mấy. Cám ơn a ạ",2
Đang dùng x8 lên bao h ra x10 thì mua 😊😊,2
A dương hôm nay thấy trẻ ra 10 tuổi nhỉ.,2
"Mình dùng cơ bản, ko chơi game, chủ yếu chụp ảnh và quay video, quan trọng nhất là chụp ảnh ngược sáng. Ưu tiên Oppo hay Samsung với, máy tầm 20tr, tư vấn giúp mình. Chúc bạn và gia đình sức khỏe...",1
honor. x70 thẾ giới di động có bán chưa a,2
Color or trên oppo mượt mà thật.,2
Khen ngoại hình mới trẻ trung hơn xưa,2
màu đỏ đẹp thật,2
a dương có thông tin về xaomi redmi 15 5g khi nào về thị trường Việt Nam k a,2
"mua x9 pro nội địa 12/256 =))
Cơ mà mua ở đâu có giá trừ hết quà nhiều nhất nhỉ.",1
"X9 pro với 16 prm em nào hơn a
Cho em xin ý kiến",2
"Giá quá cao,,cứ để các đại lý om đấy mà dùng",0
E chỉ ko thích cái NHẠC NỀN lúc xem a tư vấn vs so sánh đt. Nghe nó bị phân tâm ko tập trung vào lời a nói dc. K biết có ai thấy như mình ko,2
Đối với anh dương thì x9 so với x9 Pro thì con nào đáng mua hơn anh???,1
A Dương cho e hỏi: cổng Type C của con này là usb 2.0 hả a Dương ?,2
Méc anh Kha mới đc 😅,2
giờ đợi 1 thời gian coi doanh số bán ko nổi cũng phải giảm thôi :)) tới đó mua :)) giá đó gần như chả ai mua ế chỏng vó :)),2
Dt tàu có bị cài cắm đường lưỡi trâu ko nhỷ😅,2
"2 con này nên định giá 20 & 25 củ đổ lại chứ ngáo giá vậy ai mua, nhìn dso con X8 trên shoppee mall của Oppo là hiểu",0
Thật sự con này quá ngon,2
"Với kinh nghiệm dùng Find X8 năm ngoái thì mình thấy trải nghiệm 2 bản vẫn ko khác nhau nhiều về camera chính, hiệu năng, màn hình, loa đài đâu, có khác chủ yếu về camera zoom thôi.
Ai quan trọng camera thì nên chờ lên hẳn bản Ultra ấy. Khoảng cách giữa bản thường và Pro rất nhỏ.",1
Hình như con x9 thường này ko có màn LTPO thì phải 😅😅,2
12/256 đau có màu hồng nhĩ,1
Mua ip cho chắc,2
"Chào anh Dương!
Anh tư vấn giúp em đồng hồ giá rẻ tài chỉnh khoảng 1 triệu trở lại có mẫu đồng hồ thông minh nào có chức năng nghe,gọi không ạ? Em chúc anh và gia đình sức khoẻ!",1
Có bác nào phân vân ip17 vs find x9 k,2
Anh ơi điện thoại của em là Samsung Galaxy Note20 Ultra có xịn không ạ. Mong anh trả lời và nó có chơi game mượt không ạ?,2
Vẫn cọc x9pro 😂,2
Tham khảo tại CellphoneS : https://cellphones.com.vn/dien-thoai-oppo-find-x9-pro.html?utm_source=pr&utm_medium=DuongDe&utm_campaign=dien-thoai-oppo-find-x9-pro.html_29102025,1
dg có người trên nhóm kêu chơi liên quân lang,2
Con này tần số cảm ứng bao nhiêu vậy mn,1
Chơi tốc chiến 120 fps có tụt fps ko bn?,1
Chả là cái thá gì so với Snapdragon 8 elite gen 5 và apple a19 pro ngon thì test wuthething wave maxsetting thử là biết mặt😂😂,0
"Test wuwa max setting chứ giờ ai còn test genshin nữa, hôi lông lắn",0
Sau làm test game thì thêm cái đo FPS với làm dài khảng 1h nhiều game như bên kênh LAG TV sẽ chất lượng hơn,1
Nên test infinity nikki nhé,2
oppo find x9 có  chụp đẹp với chơi game ngon không ạ,2
fps 54-60 là quá ok,2
20 phút tụt có 5% pin. Tôi thích em. Hahahaha,2
"test wuthering wave đi a, hiệu ứng nặng hơn genshin nhiều",0
"Góp ý xíu là admin test bên ngoài map, đặc biệt là map mới ra, chứ đi đánh mấy con quái ở trong 1 khu vực thì nó ko nặng bằng đâu",2
"em chúc anh và gia đình nhiều sức khỏe. em đang cần một con máy dùng để chơi game máy chính hãng ram rom cao,pin trâu bền và chắc chắn dùng trong khoảng 4 năm em đang dùng con Vsmart aris đã bị chai 28% pin mong anh rep cảm ơn anh nhiều ạ",2
"Em chào anh Dương ạ, em muốn 1 con thoại phụ áp ngân hàng lướt web ạ, em đang phân vân 12mini hoặc se3 hay cố thêm tầm 1tr5 để lên 13mini ạ, em cảm ơn chúc anh sức khỏe ạ❤",2
Mượt hơn cả sunsilk 😂😂,2
Chơi duty đó em.nó chỉ có 43gb thôi à.nhẹ lắm,2
"Viên màn hình mỏng điên , chắc đây là giới hạn tối đa rồi nhỉ? Liệu 2 năm nữa có thể loại bỏ hoàn toàn viên đen ko",0
Tại sao chú dương dê kh tset mà để Amikha test vậy,0
wuthering waves nặng gấp 2 lần,0
thua Redmi note 13 pro của tôi hết 😂,2
"Anh Dương và mọi người cho em xin lời khuyên với ạ . Tài chính em có 7tr , nhu cầu của em là sử dụng tác vụ bình thường hằng ngày, không chậm thông báo từ các app, xem phim , chụp ảnh bình thường, thi thoảng có chơi 1 vài trận game như liên quân , pubg , tốc chiến. Vậy em nên chọn Ss A56 cũ , ss a36 , Xiaomi redmi note 14pro+ cũ , hay là Xiaomi 14T 5g cũ ạ ? Em cảm ơn A Dương và mọi người trước ạ.",1
