tokenized,sentiment
nếu mua thì có thể dùng năm được không bác dùng để coder chưa sài macbok bao giờ toàn dùng máy window,1
mua mac cũ ở đâu uy tín nhỉ,1
mình cũng vừa mua tháng trước thật tuyệt vời đúng thời điểm thật sự vì trước đây chắc mình không đủ tiền mua mình mua bản pro m pro giá chỉ khoảng tr,2
sao bạn không thử air m,1
cho mình xin thông tin chỗ mua máy macpro m với bạn,1
cũng đang dùng con này ở bản t hiệu năng rất ngon,2
mình xin thông tin bàn làm việc với bạn ơi,1
mấy con m pro là huyền thoại luôn rồi hiện tại mình vẫn cày nó sau năm ngoài màn đã xuống cấp theo thời gian thì hiệu năng vẫn ngon như lần đầu,2
thiết kế tử tế,2
thời đại này gần tr lap fulhd thì thôi chịu không mua được cái giá này nhường ae,0
thiết lế nhìn nuột quá nhỉ,2
review chân thực chút chứ sao lại treo logo không nhìn ra máy nào,1
mua con này thì mua con xiaoxin pro lenovo ideapad pro còn ngon hơn từ bên trong tới bên ngoài,0
ae muốn review về máy gì nữa cmt tiếp nha,2
bản inch còn đẹp hơn,2
làm về bản ideapad pro xiaoxin pro gt bản amd ai đi ạ mà bên mình so sánh con này với macbok air m là đẹp luôn ạ em cảm ơn,2
có tiếng việt không nhỉ,0
con này mà bán chính hãng hàng xách tay giảm giá thì lại thơm như múi mít,2
gia xiaomi bro gia bao nhiêu tiền vậy shopminh muốn mua một cái,2
ai xỉ thì xài iphone ai ích tiền như t thì xài xiaomi,2
có chậm tb khôngcó tiếng việt không bạn,1
vậy mà nghe nói không ra bản quốc tế,0
thế nó hong có bản quốc tế hả,0
mua đâu ạ,2
em có thắc mắc tuy thiết kế kiểu này khá độc đáo nhưng mà nếu rơi vỡ thì nó sẽ là điểm yếu so với máy khác đúng không nhỉ với nếu nó vỡ lỗi thì sửa sẽ khó ít thợ làm được nhỉ,0
xem clip mổ bụng với test hiệu năng thì dù rất thích nó nhưng tui bị dội ngang máy nóng với mổ bụng ra nhìn linh kiện bên trong nhìn chán quá,0
oke năm nữa mua cũ,0
tui làm kỹ thuật ép nhựa đây cái điện thoại nào nói mặt lưng kính thì cũng là nhựa riêng điện thoại bây giờ thì chủ yếu là nhựa gf hoặc nhựa pc pha sợithuy tinh thôu,0
test thử vừa sạc bằng dây vừa sạc không dây xem thử admin ơi không,1
iphone nó làm giao diện với hiệu ứng vẫn ngon hyper tuổi l nhưng có những cái như bàn phím hay ai thì ngu như bò,0
mua xách tay con này ở dâu uy tín trong sài gòn,1
khó cài rom quốc tế nhiều ứng dụng rác đi kèm không có dịch vụ gogle nói chung không nên xài bây giờ,0
muốn mua xiaomo pro ở đâu uy tín vậy anh,2
sau này có được bán chính hãng tại vn không,2
nhựa là nhựa,0
bỏ ra tr để mua sản phẩm mặt lưng bằng nhựa có đáng không,0
con này vẫn chưa có rom tiếng việt à ae,0
vch chắc mỗi t dùng máy nội địa không bị mis thông báo quá,2
xiaomi lấy ý tưởng từ iphone nhưng fan xiaomi rất thích chê iphone,0
xiaomi tuổi gì so iphone lấy cái tên pro max nhái quá,0
ohg,1
mua đâu được bạn ơi,1
từ trong ra ngoài đều copy iphone luôn,0
ra mắt cả tháng mãi chưa có hàng về vn ảo vậy,0
còn này có unlock up rom quốc tế vượt quyền gì được không ta chứ dùng rom nội địa nó trễ thôg báo điên luôn,0
có bản quốc tế bản việt nam chưa,1
không bán được quốc tế thì cũng chỉ loe ngoe thôi,0
tốn pin chứ có cái gì đâu sang năm lại bỏ ngay ý mà,0
với người yêu thích quay video như mình màn sau rất hữu ích,2
sao lâu chưa có bán chính hãng nhỉ,1
con này mát vãi đang xài mi pro chơi game nóng vãi,2
có ông nào mua máy xách tay chạy grab chưa nhể nhìn đẹp quá muốn đổi mà sợ mis thông báo của grab thì lấy gì ăn,2
vậy là xaomi ro max này không có hàng chính hãng bán ở vn mà chỉ có hàng sách tay thôi hả mọi người,1
có kênh hướng dẫn fix triệt để tb của xiaomi rồi mà cách fix khác với những kênh khác hay làm,0
tiếc là không có bản quốc tế chậm thông báo,1
đứa nào tâng bốc thứ cầm con máy này chạy grap hộ xem trụ được giờ không không cần phải sử dụng áp nào khác đâu tâng như thánh,0
giờ,1
hdh hyper như liz xiaomi giờ chỉ còn cái tên,0
mỗi tội không có chính hãng,0
sao thấy khen ảnh xiaomi hơn nhưng ảnh được giới thiệu trên video thì mình thấy thiếu chi tiết và mờ không trong như vivo nhỉ,0
xiaomi giờ cấn mỗi phần mềm thôi là khỏi chê gần bằng coloros là ngon rồi,2
riêng về phần chậm tb của xiaomi thì mình dùng con mi xách tay up rom qt năm nay trộm vía chưa từng bị chậm tb của bất kỳ ap nào trước dùng note notepro hay kpro thì đều bị chậm bao giờ mở ap ra tb mới nhảy ầm ầm nhưng mi thì chưa từng bị như vậy không biết ae dùng mấy dòng caocap có bị không,0
quá đẹp quá ngon,2
top về pin giờ thuộc về con opo finx pro,0
xiaomi chính hãng nhận thông báo còn nhanh hơn iphone,2
mạnh mà toàn phải chơi ở fps thì phí quá,0
thiết kế camara sau vớ vẩn nhất năm,0
khen nó hơn kẻo ifan nó vùi sập tiệm,0
nếu đúng là mặt lưng có thành phần là sợi thủy tinh thì nó chỉ bền ở độ bền khi va đập thôi chứ để bảo vệ khỏi trầy xước thì cũng không đảm bảo,0
không phải mạnh nhất cam chất nhất nhưng sáng tạo nhất cảm ơn vivo opo đã giúp pro và prm down giá hợp lý hơn,2
xiaomi quá ngon,2
anh ơi vậy xiaomi pro max có bán chính hãng việt nam không ạ,2
phần cứng xiaomi lúc nào cũng ngon mà phần mềm thì thành ra mình cũng chán dùng cái phần cứng có thể hữu dụng và đẹp đối với cá nhân mỗi người nhưng phần mềm nó mới là cốt lõi để quyết định người dùng có nên dùng lâu dài hay không cứ đâm đầu cải tiến phần cứng mà phần mềm thì,0
mặt lưng làm giống như lớp nhựa trên đầu xe đầu kéo hay trên con vỏ lãi không nhỉ,1
con x pro năm nay cam chưa tối ưu hay sao chụp còn xấu hơn x pro nữa,0
mis lắm đâu đang dùng redmi turbo ghẻ với vivo x pro thì xiaomi toàn thông báo mes zalo nhanh hơn thôi vivo cũng mis riêng xiaomi đâu,0
mình thì không ấn tưởng lắm muốn có màn hình phụ thì chọn con zfold zfipmàn gặp,1
nếu xiaomi pm dùng em sim thì pin chắc ít nhất,1
bao giờ về chính hãng thế,1
chậm thông báo thì rot máy cài module bao luôn,0
gb củ new seal ful phụ kiện rồi đem con nào vô so lại,0
nó là đương nhiên từ tới giờ mình thấy android có những bước tiến khá tích cực xiao mi tổng hợp tâtc cả các ưu điểm và làm cho nó tốt lên ios thì cứ mãi ca bài mượt hỗ trợ lâu,2
chờ chính hãng thôi,1
t win rồi nha anh,2
thực ra không phải không dám làm vivo ngày xưa có con dual nex hay gì đó màn sau còn to x màn sau xiaomi nhưng không thành công,0
sợi thủy tinh là chất liệu làm cái mạch điện tử có làm bằng sợi thủy tinh hay bằng carbon thì vẫn phải dùng nhựa làm lớp kết dính,1
so sánh pin giữa xiaomi pro max với opo find pro đi thằng em,2
năm nay dễ không pro max cháy hàng nữa lắm hóng đánh giá chi tiết không pro max nha bro long,0
copy thiết kế giống iphone,0
nhựa gia cường sợi thủy tinh sợi thủy tinh là mấy mảnh nhỏ nhỏ dài dài như cọng tóc cắt ra từng khúc thường thấy chắc là mái tôn bằng nhựa,0
màn phụ này mà hiển thị thông báo như chiếc đồng hồ thông minh thì quá ngon luôn kiểu aod sau sáng lên hiển thị thông báo ấy,2
t win rồi,2
ngon,2
pin find x pro cũng mah mà kêu con này pin cao nhất vậy rcn,0
ở viền nó không đều hị,0
cmt đầu,2
pin dùng đươc lâu không,1
mình muốn mua một cái ai biết chỉ giúp,1
mình không thường bình luận trên này nhưng thấy bạn này đánh giá chủ quan quá hình như bạn là fan táo mình đang sd cả táo và sam thật ra nói về camera thì sam không thể bằng táo còn tất cả tiện ích còn lại sam oke hơn rất nhiều hiện tại cv mình cần liên quan đến văn phòng mình thấy fold là chiếc điện thoại rất tuyệt nếu máy mình có hư mình vẫn tiếp tục chọn fold đồng hành,2
mình xài f nó quá tiện với mình một đứa chuyên đọc cái chứng từ tài liệu qua điện thoại lướt đã mình ít chơi game chụp hình mình thấy khá ổn,2
gần như chắc chắn sẽ thay bản lề máy bạn mình vừa hết care thì bị ngay lập tức bảo hành s báo thay màn hình tr sài rất là bất an,0
vãi chê thúi zf luôn,0
review chán thật review kiểu này quá là thua luôn,0
đang dùng dual súng pro max máy chính z fold máy phụ dùng fold hơi bị phê chắc cho qua làm máy chính luôn quá kaka,2
nói chuyện thì không được thanh thoát cho lắm nhưng mà cứ chê như gì ấy chắc fan iphone,2
review chán,0
những thằng chê dòng fold là đ dùng fold là ifan là đ có tiền xài toàn nghe rv rồi phán nếp gấp rồi này nọ thằng ở clip dạng số tuyển thằng rv kém từ trí thức đến cách diễn đạt,0
hình như video bị lạc đề còn đáng mua khác với trên tay bạn ơi,0
coi bạn này review xong muốn vứt luôn cái fold đang xài thật sự bạn này đánh giá chủ quan quá những con z fold vẫn là mơ ước của nhiều người,0
câu chuyện buồn với zf vừa hết bảo hành thì hòng cáp màn hình may còn care plus vừa hết care plus thì lỗi bản lề,0
giới hạn vật lý của dòng gập vẫn ở đó mãi mãi không thoát được đâu chỉ để pr thôi,0
dùng mấy năm note plus chuyển lên fold cả bầu trời công nghệ màn hình trong to phù hợp với công việc đi máy bay thì quá hợp đọc sách giết thời gian còn đi du lịch chụp ảnh với nhu cầu chụp ảnh cơ bản của mình thì mình thấy vẫn quá oke ngoài vấn đề pin kém ra với cường độ online g wifi liên tục như mình thì chỉ trụ được nửa ngày còn vấn đề game và video không phù hợp lắm với màn hình của máy thì mình thấy không quá quan trọng với mình mình dùng cả trời mưa nên khả năng chống nước là ưu điểm của máy dùng gần năm rồi thấy bản lề máy gập ra vào vẫn oke chưa vấn đề gì với mình máy khá bền,2
mình dùng khá ổn chỉ làm việc không chơi game chắc sẽ nâng cấp khi nào có kèm bút thôi,2
ủa tính ra cái này review rồi á bộ không lẽ mỗi năm làm lại một lần hả trời,0
thật tuyệt vời khi dành ra phút nghe cái review này vào ngày valetine thương zfold thương samsung thương android quá đủ tình yêu thương cho ngày hôm nay rồi,2
không thích thì đừng cố mua xài rồi khó chịu cá nhân mình dùng fold thấy rất oke trừ chụp hình xấu còn lại oke mà dòng fold không thiên về chụp hình đâu,0
bây giờ mua z fold ở đâu và bao nhiêu vậy mọi người,1
ông này review giống kiểu trả bài đầu giờ quá nên luyện nói trước ống kính để nói chuyện tự nhiên hơn,0
nhìn khó chịu vãi có mua thì nên mua,0
lên z fold thôi chứ z fold lạc hậu rồi nhất là cái bản lề gập không khít,0
khi bạn là ifan nhưng sếp bắt phải review fold chê kiểu này thì mua làm gì,0
mình có thể chi nhiều tiền hơn cho iphone nhưng android chỉ tr đổ lại thôi câu nói đúng mùi ifan,0
có vẻ mình chưa phù hợp với dòng fold cho lắm tuy xài cũng nhiều nhưng cảm giác vẫn hơi rén khi sử dụng không quá thoải mái nên đổi qua trải nghiệm thời gian thì oke nhưng lâu dài thì mình chưa thể,1
thấy không thích dòng gập như fold,1
mình mới đổi từ iphone qua được tuần khá hài lòng,2
chắc mấy nữa fold ngon mình mua đang hài lòng sultra,2
để năm nay đổi qua samsung coi sao,1
sao tôi ra tgdt chỉ có pro g vậy nhỉ không có g,0
tại sao không thấy bán dòng nhỉ,1
cái gì không nói chứ pin trâu với bền thì rm vẫn oke nhất trước dùng rồi oke hơn samsung nhiều,2
mới mua con pro nói thật độ sáng ảo á về tối thui fai đi đổi con honor dùng sáng hơn hẳn,2
thà dùng g chứ note snap ối zời ơi luôn,2
giá bao nhiêu mình đặt mua được không,1
bảnpro giá chính hãng bao nhiêu,1
ghét mỗi cái bố trí loa trên của xiaomi note pro plus chơi game xoay ngay ra auto bị bịt loa,0
con nào chụp ảnh đẹp nhất ạ,2
cái redmix của em cái loa ở trên sao em để tờ tiền vô như nó bị lủng á anh kiểu nó để góc của tờ tienef để sâu vô ln á anh giải thích giùm em được hk dạ anh em lo quá,2
pro sạc w lên pro sạc w ảo thật đấy,0
vừa mua remi gb ở thế giới di động triệu không nhé không phải triệu không như bạn nói đâu,0
